Place_Id,Place_Name,Description,Category,City,Link_Image,Cleaned,embedding_text
270,bukit bintang,"bukit bintang melayu bu.ket bi.ntaŋ disebut dengan nama bintang walk atau starhill, yang terakhir menjadi terjemahan dari nama melayu adalah nama dari distrik perbelanjaan dan hiburan di kuala lumpur, malaysia. daerah ini meliputi jalan bukit bintang dan daerah disekitarnya. daerah ini telah lama menjadi pusat ritel paling menonjol di kuala lumpur yang merupakan rumah bagi banyak pusat perbelanjaan terkenal, kafe al fresco, bar megah, pasar malam, serta jajanan-jenis restoran. daerah ini populer di kalangan wisatawan dan penduduk lokal, terutama di kalangan pemuda. sebuah bagian dari bintang walk identik disebut sebagai arab street.",cagar alam,bandung,https://tourbandung.id/wp-content/uploads/2018/11/14.-Bukit-Bintang-Bandung-750x450.jpg,bukit bintang melayu buket binta nama bintang walk starhill terjemahan nama melayu nama distrik perbelanjaan hiburan kuala lumpur malaysia daerah meliputi jalan bukit bintang daerah disekitarnya daerah pusat ritel menonjol kuala lumpur rumah pusat perbelanjaan terkenal kafe al fresco bar megah pasar malam jajananjenis restoran daerah populer kalangan wisatawan penduduk lokal kalangan pemuda bintang walk identik arab street,"Bukit Bintang. Cagar Alam di Bandung. Bukit bintang melayu bu.ket bi.ntaŋ disebut dengan nama bintang walk atau starhill, yang terakhir menjadi terjemahan dari nama melayu adalah nama dari distrik perbelanjaan dan hiburan di kuala lumpur, malaysia. daerah ini meliputi jalan bukit bintang dan daerah disekitarnya. daerah ini telah lama menjadi pusat ritel paling menonjol di kuala lumpur yang merupakan rumah bagi banyak pusat perbelanjaan terkenal, kafe al fresco, bar megah, pasar malam, serta jajanan-jenis restoran. daerah ini populer di kalangan wisatawan dan penduduk lokal, terutama di kalangan pemuda. sebuah bagian dari bintang walk identik disebut sebagai arab street."
271,taman vanda,"taman vanda bandung adalah taman yang terletak di kota bandung, jawa barat. taman ini memiliki latar belakang pemandangan air mancur pada malam hari. pada malam hari dipasang air mancur di 20 titik dengan sorot lampu warna-warni yang memesona.nuntuk melengkapi masyarakat bandung yang ingin bersantai, di taman vanda disediakan bangku-bangku taman. pepohonan rimbun yang ditanam di sekitar taman membuatnya menjadi lebih segar dan asri. bersantai di sini pada siang hari juga sangat asyik dengan angin semilir dan sinar matahari tertutupi rimbunnya pohon-pohon.",taman hiburan,bandung,https://lh5.googleusercontent.com/p/AF1QipMFi501IJzT2muARGW6m_XOeugqEOyJ1uJfRTce=w800-h500-k-no,taman vanda bandung taman terletak kota bandung jawa barat taman memiliki latar pemandangan air mancur malam malam dipasang air mancur 20 titik sorot lampu warnawarni memesonanuntuk melengkapi masyarakat bandung bersantai taman vanda disediakan bangkubangku taman pepohonan rimbun ditanam taman membuatnya segar asri bersantai siang asyik angin semilir sinar matahari tertutupi rimbunnya pohonpohon,"Taman Vanda. Taman Hiburan di Bandung. Taman vanda bandung adalah taman yang terletak di kota bandung, jawa barat. taman ini memiliki latar belakang pemandangan air mancur pada malam hari. pada malam hari dipasang air mancur di 20 titik dengan sorot lampu warna-warni yang memesona.nuntuk melengkapi masyarakat bandung yang ingin bersantai, di taman vanda disediakan bangku-bangku taman. pepohonan rimbun yang ditanam di sekitar taman membuatnya menjadi lebih segar dan asri. bersantai di sini pada siang hari juga sangat asyik dengan angin semilir dan sinar matahari tertutupi rimbunnya pohon-pohon."
272,taman budaya jawa barat,"taman budaya jawa barat tbjb didirikan pada tahun 1991 di kawasan dago tea house. tbjb memiliki fasilitas gedung teater tertutup, teater terbuka, ruang pameran, sekertariat, sanggar olah seni, wisma seni, dan cafetaria. semua fasilitas tersebut diperuntunkan untuk kelancaran beraktifitas dan berkarya para warga bandung, khususnya para seniman. tbjb menghelat berbagai macam agenda yang menarik seperti pementasan karya seni, lomba seni, eksperimentasi karya seni, seminar, workshop, sarasehan seni dan budaya, penerbitan buku, dsb.",budaya,bandung,https://4.bp.blogspot.com/-7pz_tR1A-XM/WBYt2JNFTTI/AAAAAAAAPuU/sFp1Ov7i0QU9QKY1QHDjBco8PAElwlTuACLcB/s1600/Taman%2BBudaya%2BDago.jpg,taman budaya jawa barat tbjb didirikan 1991 kawasan dago tea house tbjb memiliki fasilitas gedung teater tertutup teater terbuka ruang pameran sekertariat sanggar olah seni wisma seni cafetaria fasilitas diperuntunkan kelancaran beraktifitas berkarya warga bandung seniman tbjb menghelat agenda menarik pementasan karya seni lomba seni eksperimentasi karya seni seminar workshop sarasehan seni budaya penerbitan buku dsb,"Taman Budaya Jawa Barat. Budaya di Bandung. Taman budaya jawa barat tbjb didirikan pada tahun 1991 di kawasan dago tea house. tbjb memiliki fasilitas gedung teater tertutup, teater terbuka, ruang pameran, sekertariat, sanggar olah seni, wisma seni, dan cafetaria. semua fasilitas tersebut diperuntunkan untuk kelancaran beraktifitas dan berkarya para warga bandung, khususnya para seniman. tbjb menghelat berbagai macam agenda yang menarik seperti pementasan karya seni, lomba seni, eksperimentasi karya seni, seminar, workshop, sarasehan seni dan budaya, penerbitan buku, dsb."
273,curug bugbrug,"curug bugbrug sesuai dengan namanya kata bugbrug dalam bahasa sunda adalah berarti bertumpuk atau tumpah tindih. jadi apabila anda ditanya kenapa air terjun di bandung ini dinamai curug bugbrug maka jawabannya ialah karena air yang jatuh dari atas ke bawah itu seperti terlihat bertumpuk-tumpuk. dan jatuhnya tersebut terdengar suara di dasar curug seperti brugbrugbrug begitu saking kerasnya. curug yang berada di ketinggian 1.050 meter di atas permukaan air laut, memiliki ketinggian dari 50 meter tingginya dan lebar curug sekitar 2 meter. tempat ini menjadi pusat buruan wisatawan yang berlibur ke bandung.",cagar alam,bandung,https://backpackerjakarta.com/wp-content/uploads/2016/10/62980964-0B7A-4C58-8980-FCF37E521E09.jpg,curug bugbrug sesuai namanya bugbrug bahasa sunda bertumpuk tumpah tindih air terjun bandung dinamai curug bugbrug jawabannya air jatuh bertumpuktumpuk jatuhnya terdengar suara dasar curug brugbrugbrug saking kerasnya curug ketinggian 1050 meter permukaan air laut memiliki ketinggian 50 meter tingginya lebar curug 2 meter pusat buruan wisatawan berlibur bandung,"Curug Bugbrug. Cagar Alam di Bandung. Curug bugbrug sesuai dengan namanya kata bugbrug dalam bahasa sunda adalah berarti bertumpuk atau tumpah tindih. jadi apabila anda ditanya kenapa air terjun di bandung ini dinamai curug bugbrug maka jawabannya ialah karena air yang jatuh dari atas ke bawah itu seperti terlihat bertumpuk-tumpuk. dan jatuhnya tersebut terdengar suara di dasar curug seperti brugbrugbrug begitu saking kerasnya. curug yang berada di ketinggian 1.050 meter di atas permukaan air laut, memiliki ketinggian dari 50 meter tingginya dan lebar curug sekitar 2 meter. tempat ini menjadi pusat buruan wisatawan yang berlibur ke bandung."
274,babakan siliwangi city forest path bandung,forest walk babakan siliwangi adalah fasilitas publik berupa hutan kota. hutan ini merupakan hutan kota yang masih aktif di kota bandung hingga kini. letaknya strategis berada di kawasan taman sari dekat dengan kampus itb dan kebun binatang. kawasan ini bernuansa sejuk karena didominasi oleh pepohonan yang rindang. jembatan kayu dan besi yang saling terhubung mengelilingi kawasan ini menjadi jalan untuk menyusuri hutan. pengunjung bisa berjalan di atas jembatan kayu sambil menikmati segarnya udara di kawasan hutan kota ini.,cagar alam,bandung,https://salsawisata.com/wp-content/uploads/2022/06/Babakan-Siliwangi-City-Forest-Path-Bandung.jpg,forest walk babakan siliwangi fasilitas publik hutan kota hutan hutan kota aktif kota bandung letaknya strategis kawasan taman sari kampus itb kebun binatang kawasan bernuansa sejuk didominasi pepohonan rindang jembatan kayu besi terhubung mengelilingi kawasan jalan menyusuri hutan pengunjung berjalan jembatan kayu menikmati segarnya udara kawasan hutan kota,Babakan Siliwangi City Forest Path Bandung. Cagar Alam di Bandung. Forest walk babakan siliwangi adalah fasilitas publik berupa hutan kota. hutan ini merupakan hutan kota yang masih aktif di kota bandung hingga kini. letaknya strategis berada di kawasan taman sari dekat dengan kampus itb dan kebun binatang. kawasan ini bernuansa sejuk karena didominasi oleh pepohonan yang rindang. jembatan kayu dan besi yang saling terhubung mengelilingi kawasan ini menjadi jalan untuk menyusuri hutan. pengunjung bisa berjalan di atas jembatan kayu sambil menikmati segarnya udara di kawasan hutan kota ini.
275,curug cipanas,"siapa bilang berendam air panas harus merogoh kocek dalam? kabupaten bandung barat punya solusi bagi pelancong yang ingin merasakan manfaat air panas pegunungan asli tanpa harus membayar mahal. adalah curug cipanas nagrak, objek wisata alam yang menawarkan pemandian air panas alami. pemandian air panas ini bahkan tidak hanya sekadar kolam, melainkan berupa air terjun alami di tengah kawasan perkebunan. mata airnya mengalir deras menjadi sebuah air terjun kecil di tengah lahan perbukitan hijau. pengunjung akan merasakan sensasi berendam di kolam air panas yang nyaman di tengah alam terbuka.",cagar alam,bandung,https://sanjayatour.com/wp-content/uploads/2020/04/Curug-Cipanas-Nagrak-Kancah-Bandung.jpg,bilang berendam air panas merogoh kocek kabupaten bandung barat solusi pelancong merasakan manfaat air panas pegunungan asli membayar mahal curug cipanas nagrak objek wisata alam menawarkan pemandian air panas alami pemandian air panas kolam air terjun alami kawasan perkebunan mata airnya mengalir deras air terjun lahan perbukitan hijau pengunjung merasakan sensasi berendam kolam air panas nyaman alam terbuka,"Curug Cipanas. Cagar Alam di Bandung. Siapa bilang berendam air panas harus merogoh kocek dalam? kabupaten bandung barat punya solusi bagi pelancong yang ingin merasakan manfaat air panas pegunungan asli tanpa harus membayar mahal. adalah curug cipanas nagrak, objek wisata alam yang menawarkan pemandian air panas alami. pemandian air panas ini bahkan tidak hanya sekadar kolam, melainkan berupa air terjun alami di tengah kawasan perkebunan. mata airnya mengalir deras menjadi sebuah air terjun kecil di tengah lahan perbukitan hijau. pengunjung akan merasakan sensasi berendam di kolam air panas yang nyaman di tengah alam terbuka."
276,taman jomblo,"taman jomblo dapat mengacu kepadanntaman pasupati, sebuah taman yang didirikan oleh ridwan kamil di bandungnpedestrian jomblo, sebuah tempat rekreasi yang didirikan di jambintaman jomblo mataram, sebuah taman yang didirikan di mataram, nusa tenggara barat",taman hiburan,bandung,https://statik.tempo.co/data/2014/01/06/id_252232/252232_650.jpg,taman jomblo mengacu kepadanntaman pasupati taman didirikan ridwan kamil bandungnpedestrian jomblo rekreasi didirikan jambintaman jomblo mataram taman didirikan mataram nusa tenggara barat,"Taman Jomblo. Taman Hiburan di Bandung. Taman jomblo dapat mengacu kepadanntaman pasupati, sebuah taman yang didirikan oleh ridwan kamil di bandungnpedestrian jomblo, sebuah tempat rekreasi yang didirikan di jambintaman jomblo mataram, sebuah taman yang didirikan di mataram, nusa tenggara barat"
277,peta park,"bandung seperti tidak henti menawarkan tempat wisata menarik untuk dikunjungi. terutama untuk para anak muda. beberapa waktu lalu peta park bandung dibuka. tempat wisata yang menawarkan konsep taman-taman yang bersih dan indah. sangat cocok sebagai tempat bersantai dan menghindari hiruk-pikuk kota. taman rekreasi yang ada di pusat kota bandung ini memiliki konsep taman piknik. karena hal tersebut, saat berada di sini, pengunjung tidak hanya bisa berfoto. akan tetapi juga bisa melakukan kegiatan yang lainnya misalnya berpiknik.",taman hiburan,bandung,https://tourbandung.id/wp-content/uploads/2019/05/Gedung-Peta-Park-Bandung.jpg,bandung henti menawarkan wisata menarik dikunjungi anak muda peta park bandung dibuka wisata menawarkan konsep tamantaman bersih indah cocok bersantai menghindari hirukpikuk kota taman rekreasi pusat kota bandung memiliki konsep taman piknik pengunjung berfoto kegiatan berpiknik,"Peta Park. Taman Hiburan di Bandung. Bandung seperti tidak henti menawarkan tempat wisata menarik untuk dikunjungi. terutama untuk para anak muda. beberapa waktu lalu peta park bandung dibuka. tempat wisata yang menawarkan konsep taman-taman yang bersih dan indah. sangat cocok sebagai tempat bersantai dan menghindari hiruk-pikuk kota. taman rekreasi yang ada di pusat kota bandung ini memiliki konsep taman piknik. karena hal tersebut, saat berada di sini, pengunjung tidak hanya bisa berfoto. akan tetapi juga bisa melakukan kegiatan yang lainnya misalnya berpiknik."
278,masjid daarut tauhiid bandung,"pada bulan juli 1993 berdirilah sebuah masjid berlantai tiga, tepatnya di jalan gegerkalong girang nomor 38 bandung. masjid ini sering dijuluki sebagai masjid seribu tangan karena dibangun secara gotong royong oleh ribuan masyarakat dan jamaah daarut tauhid. pada saat itu, di bagian bawah bangunan masjid daarut tauhid dialokasikan sejumlah kamar tidur yang berfungsi sebagai asrama santri putri atau akhwat yang berkapasitas 70 orang. adapun lantai dua dan tiga difungsikan untuk shalat sedangkan lantai satu dijadikan area untuk toko minimarket, ruang khusus akhwat, ruang wudhu, dan kamar mandi. pada tahun 2015 dilakukan pembangunan perluasan dan renovasi masjid daarut tauhid bandung secara besar-besaran. peletakan batu pertama pembangunan masjid dilakukan pada kamis, 29 januari 2015. dua tahun kemudian tepatnya tanggal 20 november 2017 masjid daarut tauhiid rampung pembangunannya dan diresmikan oleh kh. abdullah gymnastiar selaku pembina pesantren daarut tauhiid. masjid hasil renovasi terbaru dibangun 4 lantai plus basement satu lantai. pintu masjid terpisah antara ikhwan dan akhwat. front office fo dkm juga ada pada masing-masing area. tempat wudhu dan kamar mandi dekat dengan pintu masuk. salah satu hal yang membedakan masjid daarut tauhid dengan masih lain adalah sangat bersahabat dengan jamaah difabel, yaitu dengan memfasilitasi lift khusus untuk mereka agar memudahkan mereka menaiki ruangan masjid hingga ke lantai 4. selain itu juga dilengkapi kamar mandi khusus difabel yang terpisah antara ikhwan dan akhwat.",tempat ibadah,bandung,https://www.daaruttauhiid.org/wp-content/uploads/2019/12/Akhir-2019-Ini-Progres-Wakaf-Masjid-3-in-1_Daarut-Tauhiid.jpg,juli 1993 berdirilah masjid berlantai tepatnya jalan gegerkalong girang nomor 38 bandung masjid dijuluki masjid seribu tangan dibangun gotong royong ribuan masyarakat jamaah daarut tauhid bangunan masjid daarut tauhid dialokasikan kamar tidur berfungsi asrama santri putri akhwat berkapasitas 70 orang lantai difungsikan shalat lantai dijadikan area toko minimarket ruang khusus akhwat ruang wudhu kamar mandi 2015 pembangunan perluasan renovasi masjid daarut tauhid bandung besarbesaran peletakan batu pembangunan masjid kamis 29 januari 2015 tepatnya tanggal 20 november 2017 masjid daarut tauhiid rampung pembangunannya diresmikan kh abdullah gymnastiar pembina pesantren daarut tauhiid masjid hasil renovasi terbaru dibangun 4 lantai plus basement lantai pintu masjid terpisah ikhwan akhwat front office fo dkm masingmasing area wudhu kamar mandi pintu masuk salah membedakan masjid daarut tauhid bersahabat jamaah difabel memfasilitasi lift khusus memudahkan ruangan masjid lantai 4 dilengkapi kamar mandi khusus difabel terpisah ikhwan akhwat,"Masjid Daarut Tauhiid Bandung. Tempat Ibadah di Bandung. Pada bulan juli 1993 berdirilah sebuah masjid berlantai tiga, tepatnya di jalan gegerkalong girang nomor 38 bandung. masjid ini sering dijuluki sebagai masjid seribu tangan karena dibangun secara gotong royong oleh ribuan masyarakat dan jamaah daarut tauhid. pada saat itu, di bagian bawah bangunan masjid daarut tauhid dialokasikan sejumlah kamar tidur yang berfungsi sebagai asrama santri putri atau akhwat yang berkapasitas 70 orang. adapun lantai dua dan tiga difungsikan untuk shalat sedangkan lantai satu dijadikan area untuk toko minimarket, ruang khusus akhwat, ruang wudhu, dan kamar mandi. pada tahun 2015 dilakukan pembangunan perluasan dan renovasi masjid daarut tauhid bandung secara besar-besaran. peletakan batu pertama pembangunan masjid dilakukan pada kamis, 29 januari 2015. dua tahun kemudian tepatnya tanggal 20 november 2017 masjid daarut tauhiid rampung pembangunannya dan diresmikan oleh kh. abdullah gymnastiar selaku pembina pesantren daarut tauhiid. masjid hasil renovasi terbaru dibangun 4 lantai plus basement satu lantai. pintu masjid terpisah antara ikhwan dan akhwat. front office fo dkm juga ada pada masing-masing area. tempat wudhu dan kamar mandi dekat dengan pintu masuk. salah satu hal yang membedakan masjid daarut tauhid dengan masih lain adalah sangat bersahabat dengan jamaah difabel, yaitu dengan memfasilitasi lift khusus untuk mereka agar memudahkan mereka menaiki ruangan masjid hingga ke lantai 4. selain itu juga dilengkapi kamar mandi khusus difabel yang terpisah antara ikhwan dan akhwat."
279,masjid agung trans studio bandung,"masjid agung trans studio bandung tsb berdiri megah. rumah ibadah seluas 4.000 meter persegi bergaya timur tengah ini menjadi oase di tengah-tengah pusat perbelanjaan dan tempat rekreasi. konsep masjid modern yang mengadopsi ala timur tengah ini berdasarkan arahan chairul tanjung ct, selaku pemiki ct corp. dia langsung menerawang guna mewujudkan desain masjid agung tsb yang kental dengan sentuhan masjid nabawi.",tempat ibadah,bandung,https://tse1.mm.bing.net/th?id=OIP.-dan59ZxvyxyDY95_-dMDgHaEK&pid=Api&P=0&w=300&h=300,masjid agung trans studio bandung tsb berdiri megah rumah ibadah seluas 4000 meter persegi bergaya timur oase tengahtengah pusat perbelanjaan rekreasi konsep masjid modern mengadopsi ala timur berdasarkan arahan chairul tanjung ct pemiki ct corp langsung menerawang mewujudkan desain masjid agung tsb kental sentuhan masjid nabawi,"Masjid Agung Trans Studio Bandung. Tempat Ibadah di Bandung. Masjid agung trans studio bandung tsb berdiri megah. rumah ibadah seluas 4.000 meter persegi bergaya timur tengah ini menjadi oase di tengah-tengah pusat perbelanjaan dan tempat rekreasi. konsep masjid modern yang mengadopsi ala timur tengah ini berdasarkan arahan chairul tanjung ct, selaku pemiki ct corp. dia langsung menerawang guna mewujudkan desain masjid agung tsb yang kental dengan sentuhan masjid nabawi."
280,gereja tiberias indonesia bandung,"gereja tiberias indonesia gti, atau tiberias ministry adalah salah satu sinode gereja kristen protestan di indonesia. salah satu ciri khas dari pelayanan gti adalah pelayanan kesembuhan ilahi melalui perjamuan kudus dan minyak urapan. gereja tiberias indonesia merupakan gereja pewahyuan yang diperintahkan oleh tuhan yesus kepada pdt. dr. yesaya pariadji. tugas gereja tiberias adalah untuk membuktikan bahwa yesus kristus adalah tuhan allah yang maha kuasa dibuktikan melalui mujizat-mujizatnya bahwa firman allah bukan terdiri atas kata-kata, tetapi kuasa bahwa firman allah lebih dari seluruh ilmu pengetahuan manusia bahwa manusia harus hidup dalam pertobatan, harus hidup dalam kekudusan agar layak berdiri di hadapannya dan pesta di kerajaan sorga.",tempat ibadah,bandung,https://archify-images-prod.s3.ap-southeast-1.amazonaws.com/files/professional/projects/s/7nujyjjd2q.jpg,gereja tiberias indonesia gti tiberias ministry salah sinode gereja kristen protestan indonesia salah ciri khas pelayanan gti pelayanan kesembuhan ilahi perjamuan kudus minyak urapan gereja tiberias indonesia gereja pewahyuan diperintahkan tuhan yesus pdt dr yesaya pariadji tugas gereja tiberias membuktikan yesus kristus tuhan allah maha kuasa dibuktikan mujizatmujizatnya firman allah katakata kuasa firman allah ilmu pengetahuan manusia manusia hidup pertobatan hidup kekudusan layak berdiri hadapannya pesta kerajaan sorga,"Gereja Tiberias Indonesia Bandung. Tempat Ibadah di Bandung. Gereja tiberias indonesia gti, atau tiberias ministry adalah salah satu sinode gereja kristen protestan di indonesia. salah satu ciri khas dari pelayanan gti adalah pelayanan kesembuhan ilahi melalui perjamuan kudus dan minyak urapan. gereja tiberias indonesia merupakan gereja pewahyuan yang diperintahkan oleh tuhan yesus kepada pdt. dr. yesaya pariadji. tugas gereja tiberias adalah untuk membuktikan bahwa yesus kristus adalah tuhan allah yang maha kuasa dibuktikan melalui mujizat-mujizatnya bahwa firman allah bukan terdiri atas kata-kata, tetapi kuasa bahwa firman allah lebih dari seluruh ilmu pengetahuan manusia bahwa manusia harus hidup dalam pertobatan, harus hidup dalam kekudusan agar layak berdiri di hadapannya dan pesta di kerajaan sorga."
281,tektona waterpark,"tektona waterpark sebuah wahana yang memberikan sensasi bermain air bersama keluarga dan sahabat anda, memberikan keceriaan bagi anak-anak maupun pengunjung dewasa dengan fasilitas modern diantaranya kolam ombak dan kolam arus, kolam anak dan balita, semi olympic serta mini slider untuk anak-anak dan mega slider untuk dewasa dengan ketinggian hampir dari 30 meter, yang akan memicu adrenaline para pengunjung. selain itu wahana tektona waterpark juga menyediakan pojok kuliner, gazebo serta jasa pompa dan foto aksi yang dapat diperoleh di sudut wahana tektona waterpark, dan juga selalu tersedia ruang ganti serta ruang bilas di dalam kawasan tektona waterpark.",taman hiburan,bandung,https://tourbandung.id/wp-content/uploads/2019/05/Tiket-Masuk-Tektona-Waterpark.jpg,tektona waterpark wahana sensasi bermain air keluarga sahabat keceriaan anakanak pengunjung dewasa fasilitas modern kolam ombak kolam arus kolam anak balita semi olympic mini slider anakanak mega slider dewasa ketinggian 30 meter memicu adrenaline pengunjung wahana tektona waterpark menyediakan pojok kuliner gazebo jasa pompa foto aksi diperoleh sudut wahana tektona waterpark tersedia ruang ganti ruang bilas kawasan tektona waterpark,"Tektona Waterpark. Taman Hiburan di Bandung. Tektona waterpark sebuah wahana yang memberikan sensasi bermain air bersama keluarga dan sahabat anda, memberikan keceriaan bagi anak-anak maupun pengunjung dewasa dengan fasilitas modern diantaranya kolam ombak dan kolam arus, kolam anak dan balita, semi olympic serta mini slider untuk anak-anak dan mega slider untuk dewasa dengan ketinggian hampir dari 30 meter, yang akan memicu adrenaline para pengunjung. selain itu wahana tektona waterpark juga menyediakan pojok kuliner, gazebo serta jasa pompa dan foto aksi yang dapat diperoleh di sudut wahana tektona waterpark, dan juga selalu tersedia ruang ganti serta ruang bilas di dalam kawasan tektona waterpark."
282,curug cilengkrang,"curug cilengkrang bisa menjadi pilihan tujuan objek wisata alam di bandung. menawarkan area hutan sejuk serta area air terjun yang menyegarkan. meski tidak besar, kawasan air terjun cukup bisa untuk menenangkan dan kembali menyegarkan wisatawan. seolah bertolak belakang dari hingar bingar kota bandung. curug cilengkrang menawarkan wisata alam yang tenang dan begitu hijau. air terjun yang mempesona, serta hutan dengan pepohonan yang begitu asri. dimana, tempat ini juga menjadi habitat hidup berbagai satwa liar yang masih terjaga.",cagar alam,bandung,https://djavatoday.com/wp-content/uploads/2024/09/cilengkrang.jpg,curug cilengkrang pilihan tujuan objek wisata alam bandung menawarkan area hutan sejuk area air terjun menyegarkan kawasan air terjun menenangkan menyegarkan wisatawan bertolak hingar bingar kota bandung curug cilengkrang menawarkan wisata alam tenang hijau air terjun mempesona hutan pepohonan asri dimana habitat hidup satwa liar terjaga,"Curug Cilengkrang. Cagar Alam di Bandung. Curug cilengkrang bisa menjadi pilihan tujuan objek wisata alam di bandung. menawarkan area hutan sejuk serta area air terjun yang menyegarkan. meski tidak besar, kawasan air terjun cukup bisa untuk menenangkan dan kembali menyegarkan wisatawan. seolah bertolak belakang dari hingar bingar kota bandung. curug cilengkrang menawarkan wisata alam yang tenang dan begitu hijau. air terjun yang mempesona, serta hutan dengan pepohonan yang begitu asri. dimana, tempat ini juga menjadi habitat hidup berbagai satwa liar yang masih terjaga."
283,jembatan pasupati,"jembatan pasupati atau jalan layang pasupati adalah sebuah jembatan yang menghubungkan bagian utara dan timur kota bandung melewati lembah cikapundung. panjangnya 2,8 km dan lebarnya 30-60 m. sebagian jalan itu dibangun di atas jalan pasteur, adalah jalan lama dengan pohon palm raja disebelah kanan dan kirinya yang menjadi ciri kota bandung. jalan layang pasupati juga menjadi salah satu ikon kota bandung. oleh karena itu, pada malam hari bagian tengah jembatan pasupati diterangi lampu sorot warna-warni. jalan layang ini membuat arus lalu lintas dari wilayah sekitar jabodetabek ke bandung menjadi lebih mudah. di bawah jembatan pasupati terdapat taman yang bernama taman pasupati.",taman hiburan,bandung,https://cdn.idntimes.com/content-images/post/20171025/untitled-e9f7120e83a47c129677f406b17dcd40.jpg,jembatan pasupati jalan layang pasupati jembatan menghubungkan utara timur kota bandung melewati lembah cikapundung panjangnya 28 km lebarnya 3060 m jalan dibangun jalan pasteur jalan pohon palm raja disebelah kanan kirinya ciri kota bandung jalan layang pasupati salah ikon kota bandung malam jembatan pasupati diterangi lampu sorot warnawarni jalan layang arus lintas wilayah jabodetabek bandung mudah jembatan pasupati taman bernama taman pasupati,"Jembatan Pasupati. Taman Hiburan di Bandung. Jembatan pasupati atau jalan layang pasupati adalah sebuah jembatan yang menghubungkan bagian utara dan timur kota bandung melewati lembah cikapundung. panjangnya 2,8 km dan lebarnya 30-60 m. sebagian jalan itu dibangun di atas jalan pasteur, adalah jalan lama dengan pohon palm raja disebelah kanan dan kirinya yang menjadi ciri kota bandung. jalan layang pasupati juga menjadi salah satu ikon kota bandung. oleh karena itu, pada malam hari bagian tengah jembatan pasupati diterangi lampu sorot warna-warni. jalan layang ini membuat arus lalu lintas dari wilayah sekitar jabodetabek ke bandung menjadi lebih mudah. di bawah jembatan pasupati terdapat taman yang bernama taman pasupati."
284,pasar baru,"pasar baru adalah kawasan perdagangan yang berpusat di jalan pasar baru, kelurahan pasar baru, kecamatan sawah besar, jakarta pusat. pusat perbelanjaan ini didirikan pada tahun 1820, dan merupakan pusat perbelanjaan tertua di jakarta.ujung selatan jalan pasar baru berbatasan dengan jalan antara dan jalan pasar baru selatan, serta jalan pos yang berdekatan dengan gedung kesenian jakarta. ujung utara jalan pasar baru berbatasan dengan jalan kyai haji samanhudi, dekat metro pasar baru dan jalan gereja ayam. di sisi kiri dan kanan jalan pasar baru terdapat toko pakaian, toko tekstil dan tailor, toko alat olahraga dan sepatu, toko kacamata, dan toko perhiasan emas.ndi pasar baru banyak bermukim orang india-indonesia. orang india-indonesia berdagang menjual kain, alat olahraga, dan sepatu di pasar baru. pada tahun 2002 ada sekitar 2.000 keluarga india yang terdaftar sebagai penduduk jakarta, dan sebagian besar di antara mereka tinggal di pusat kota, khususnya di kawasan pasar baru dan pintu air. di kawasan pasar baru juga terdapat tempat ibadah masyarakat india-indonesia.nn",pusat perbelanjaan,bandung,https://www.pinhome.id/info-area/wp-content/uploads/2023/02/explore-bandung.webp,pasar kawasan perdagangan berpusat jalan pasar kelurahan pasar kecamatan sawah jakarta pusat pusat perbelanjaan didirikan 1820 pusat perbelanjaan tertua jakartaujung selatan jalan pasar berbatasan jalan jalan pasar selatan jalan pos berdekatan gedung kesenian jakarta ujung utara jalan pasar berbatasan jalan kyai haji samanhudi metro pasar jalan gereja ayam sisi kiri kanan jalan pasar toko pakaian toko tekstil tailor toko alat olahraga sepatu toko kacamata toko perhiasan emasndi pasar bermukim orang indiaindonesia orang indiaindonesia berdagang menjual kain alat olahraga sepatu pasar 2002 2000 keluarga india terdaftar penduduk jakarta tinggal pusat kota kawasan pasar pintu air kawasan pasar ibadah masyarakat indiaindonesiann,"Pasar Baru. Pusat Perbelanjaan di Bandung. Pasar baru adalah kawasan perdagangan yang berpusat di jalan pasar baru, kelurahan pasar baru, kecamatan sawah besar, jakarta pusat. pusat perbelanjaan ini didirikan pada tahun 1820, dan merupakan pusat perbelanjaan tertua di jakarta.ujung selatan jalan pasar baru berbatasan dengan jalan antara dan jalan pasar baru selatan, serta jalan pos yang berdekatan dengan gedung kesenian jakarta. ujung utara jalan pasar baru berbatasan dengan jalan kyai haji samanhudi, dekat metro pasar baru dan jalan gereja ayam. di sisi kiri dan kanan jalan pasar baru terdapat toko pakaian, toko tekstil dan tailor, toko alat olahraga dan sepatu, toko kacamata, dan toko perhiasan emas.ndi pasar baru banyak bermukim orang india-indonesia. orang india-indonesia berdagang menjual kain, alat olahraga, dan sepatu di pasar baru. pada tahun 2002 ada sekitar 2.000 keluarga india yang terdaftar sebagai penduduk jakarta, dan sebagian besar di antara mereka tinggal di pusat kota, khususnya di kawasan pasar baru dan pintu air. di kawasan pasar baru juga terdapat tempat ibadah masyarakat india-indonesia.nn"
